ISBN,Book-Title,Book-Author,Year-Of-Publication,Image-URL-L,pagesNumber,Rating
155143234X,Flight from Big Tangle (Orca Young Reader),Anita Daher,2003,http://images.amazon.com/images/P/155143234X.01.LZZZZZZZ.jpg,134,3.67
1587991039,Technomanifestos: Visions from the Information Revolutionaries,Adam Brate,2002,http://images.amazon.com/images/P/1587991039.01.LZZZZZZZ.jpg,371,3.73
1931412677,Feel Good Naked,Laure Redmond,2001,http://images.amazon.com/images/P/1931412677.01.LZZZZZZZ.jpg,192,3.53
006017935X,Hill Towns,Anne Rivers Siddons,1993,http://images.amazon.com/images/P/006017935X.01.LZZZZZZZ.jpg,356,3.78
067976402X,Snow Falling on Cedars,David Guterson,1995,http://images.amazon.com/images/P/067976402X.01.LZZZZZZZ.jpg,460,3.84
037541181X,A Venetian Affair,ANDREA DI ROBILANT,2003,http://images.amazon.com/images/P/037541181X.01.LZZZZZZZ.jpg,320,3.48
006093395X,As the Romans Do: An American Family's Italian Odyssey,Alan Epstein,2001,http://images.amazon.com/images/P/006093395X.01.LZZZZZZZ.jpg,304,3.47
076790351X,Beethoven's Hair : An Extraordinary Historical Odyssey and a Scientific Mystery Solved,RUSSELL MARTIN,2001,http://images.amazon.com/images/P/076790351X.01.LZZZZZZZ.jpg,288,3.78
1582970262,The Writers Complete Fantasy Reference: An Indispensable Compendium of Myth and Magic,Writer's Digest Books,2000,http://images.amazon.com/images/P/1582970262.01.LZZZZZZZ.jpg,277,3.84
1566091446,Photoshop 3 for Macintosh (Visual Quickstart Guide),Elaine Weinmann,1995,http://images.amazon.com/images/P/1566091446.01.LZZZZZZZ.jpg,277,0.0
1569314195,Pokemon Tales : Where's Clefairy's Voice? (Pokemon Tales),Junko Wada,1999,http://images.amazon.com/images/P/1569314195.01.LZZZZZZZ.jpg,18,4.14
3257228007,Das Parfum: Die Geschichte Eines Morders,Patrick Suskind,1994,http://images.amazon.com/images/P/3257228007.01.LZZZZZZZ.jpg,321,4.02
067169071X,EVERYTHING SHE EVER WANTED,Ann Rule,1993,http://images.amazon.com/images/P/067169071X.01.LZZZZZZZ.jpg,560,4.0
042513301X,A Cold Day for Murder,Dana Stabenow,1992,http://images.amazon.com/images/P/042513301X.01.LZZZZZZZ.jpg,208,3.73
1570719586,God-Shaped Hole,Tiffanie DeBartolo,2002,http://images.amazon.com/images/P/1570719586.01.LZZZZZZZ.jpg,336,4.04
3492232981,Afrikanisches Fieber. Erfahrungen aus vierzig Jahren.,Ryszard Kapuscinski,2001,http://images.amazon.com/images/P/3492232981.01.LZZZZZZZ.jpg,321,4.38
1863714081,Edge of the sacred: Transformation in Australia,David J Tacey,1995,http://images.amazon.com/images/P/1863714081.01.LZZZZZZZ.jpg,224,4.38
1931561281,The Australia Stories: A Novel,Todd James Pierce,2003,http://images.amazon.com/images/P/1931561281.01.LZZZZZZZ.jpg,223,3.44
038080350X,Crescent City Rhapsody,Kathleen Ann Goonan,2001,http://images.amazon.com/images/P/038080350X.01.LZZZZZZZ.jpg,544,3.65
061830245X,Crackpots : A Novel,Sara Pritchard,2003,http://images.amazon.com/images/P/061830245X.01.LZZZZZZZ.jpg,208,3.75
006015456X,Always Coming Home/Paperback Book and Cassette,Ursula K. Le Guin,1985,http://images.amazon.com/images/P/006015456X.01.LZZZZZZZ.jpg,523,4.01
051512902X,After Dark,Jayne Castle,2000,http://images.amazon.com/images/P/051512902X.01.LZZZZZZZ.jpg,352,3.99
1569470901,Rebuilding Coventry: A Tale of Two Cities,Sue Townsend,1997,http://images.amazon.com/images/P/1569470901.01.LZZZZZZZ.jpg,160,3.43
8466307982,La joven de la perla,Tracy Chevalier,2002,http://images.amazon.com/images/P/8466307982.01.LZZZZZZZ.jpg,316,3.88
8466300708,Manana En La Batalla Piensa En Mi - Bolsillo,Javier Marias,2001,http://images.amazon.com/images/P/8466300708.01.LZZZZZZZ.jpg,423,4.0
1551666200,Sarah'S Child - Hardcover,Linda Howard,2000,http://images.amazon.com/images/P/1551666200.01.LZZZZZZZ.jpg,250,3.74
044652767X,Seduction by Design,Sandra Brown,2001,http://images.amazon.com/images/P/044652767X.01.LZZZZZZZ.jpg,192,3.55
1551664690,Dimedici Bride,Heather Graham Pozzessere,1999,http://images.amazon.com/images/P/1551664690.01.LZZZZZZZ.jpg,256,3.8
1551669404,Just Over The Mountain,Robyn Carr,2002,http://images.amazon.com/images/P/1551669404.01.LZZZZZZZ.jpg,384,4.19
8466302263,El Ultimo Judio (Punto de Lectura),Noah Gordon,2003,http://images.amazon.com/images/P/8466302263.01.LZZZZZZZ.jpg,207,4.1
2277238929,De Bons Presages,T. Pratchett,1997,http://images.amazon.com/images/P/2277238929.01.LZZZZZZZ.jpg,439,4.25
2253001279,Journal De Anne Frank,Anne Frank,2003,http://images.amazon.com/images/P/2253001279.01.LZZZZZZZ.jpg,349,4.15
2253047422,Le Pigeon,Patrick Suskind,0,http://images.amazon.com/images/P/2253047422.01.LZZZZZZZ.jpg,89,3.68
9500703203,El Amor En Los Tiempos Del Colera / Love in the Times of Cholera,Gabriel Garcia Marquez,1987,http://images.amazon.com/images/P/9500703203.01.LZZZZZZZ.jpg,451,3.92
3453099613,Schatten Ã?Â¼ber den Weiden.,Nora Roberts,1996,http://images.amazon.com/images/P/3453099613.01.LZZZZZZZ.jpg,544,3.98
1579213405,Emotional Purity : An Affair of the Heart,Heather Arnel Paulsen,2001,http://images.amazon.com/images/P/1579213405.01.LZZZZZZZ.jpg,179,3.97
2070419878,Novecento : Pianiste,Alessandro Baricco,2002,http://images.amazon.com/images/P/2070419878.01.LZZZZZZZ.jpg,87,4.18
1929194196,Sun Tzu's The Art of War Plus The Original Chinese Revealed,Sun Tzu,2003,http://images.amazon.com/images/P/1929194196.01.LZZZZZZZ.jpg,159,4.26
080410882X,Dinner at the Homesick Restaurant,Anne Tyler,1992,http://images.amazon.com/images/P/080410882X.01.LZZZZZZZ.jpg,344,3.81
1577487370,The Quilt of Life: A Patchwork of Devotional Thoughts (Inspirational Library (Paperback)),Mary Tatem,2000,http://images.amazon.com/images/P/1577487370.01.LZZZZZZZ.jpg,287,3.9
156836010X,Having Our Say: The Delany Sisters' First 100 Years,Sarah Louise Delany,1993,http://images.amazon.com/images/P/156836010X.01.LZZZZZZZ.jpg,210,4.16
006251119X,Stop Being Mean to Yourself: A Story About Finding the True Meaning of Self-Love,Melody Beattie,1997,http://images.amazon.com/images/P/006251119X.01.LZZZZZZZ.jpg,256,3.42
1572241381,The Self-Esteem Companion,Matthew McKay,1999,http://images.amazon.com/images/P/1572241381.01.LZZZZZZZ.jpg,165,3.87
038531809X,Why Not Me?: The Inside Story of the Making and Unmaking of the Franken Presidency,Al Franken,1999,http://images.amazon.com/images/P/038531809X.01.LZZZZZZZ.jpg,304,3.76
068815252X,Book,Whoopi Goldberg,1997,http://images.amazon.com/images/P/068815252X.01.LZZZZZZZ.jpg,240,3.65
073520313X,How to Say It Style Guide,Rosalie Maggio,2002,http://images.amazon.com/images/P/073520313X.01.LZZZZZZZ.jpg,128,3.0
061819729X,The Playful Way to Serious Writing: An Anything-Can-Happen Workbook to Inspire and Delight,Roberta Allen,2002,http://images.amazon.com/images/P/061819729X.01.LZZZZZZZ.jpg,208,3.89
1565122798,Educating Esme: Diary of a Teacher's First Year,Esme Raji Codell,2001,http://images.amazon.com/images/P/1565122798.01.LZZZZZZZ.jpg,206,3.92
1841492086,The Portable Door,Tom Holt,2004,http://images.amazon.com/images/P/1841492086.01.LZZZZZZZ.jpg,416,3.84
1860467776,Jerk on One End: Reflections of a Mediocre Fisherman,Robert Hughes,2000,http://images.amazon.com/images/P/1860467776.01.LZZZZZZZ.jpg,109,3.76
1563521024,You're Not a Kid Anymore When...,Jeff Foxworthy,1993,http://images.amazon.com/images/P/1563521024.01.LZZZZZZZ.jpg,87,4.0
1555910408,Keepers of the Earth Teachers Guide,Michael J Caduto,1988,http://images.amazon.com/images/P/1555910408.01.LZZZZZZZ.jpg,56,4.33
1552976246,Silent Witness: How Forensic Anthropology Is Used to Solve the World's Toughest Crimes,Roxana Ferllini Timms,2002,http://images.amazon.com/images/P/1552976246.01.LZZZZZZZ.jpg,192,3.73
1565842103,A Queer Reader,Patrick Higgins,1994,http://images.amazon.com/images/P/1565842103.01.LZZZZZZZ.jpg,384,4.06
1560238763,Reviving the Tribe: Regenerating Gay Men's Sexuality and Culture in the Ongoing Epidemic (Haworth Gay &amp; Lesbian Studies),Eric E. Rofes,1995,http://images.amazon.com/images/P/1560238763.01.LZZZZZZZ.jpg,318,4.36
1561707236,Soul's Perfection (Journey of the Soul),Sylvia Browne,2000,http://images.amazon.com/images/P/1561707236.01.LZZZZZZZ.jpg,205,4.19
1561706213,Adventures of a Psychic: The Fascinating Inspiring True-Life Story of One of America's Most Successful Clairvoyants,Sylvia Browne,1998,http://images.amazon.com/images/P/1561706213.01.LZZZZZZZ.jpg,249,3.95
1880032627,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,Shakti Gawain,1995,http://images.amazon.com/images/P/1880032627.01.LZZZZZZZ.jpg,191,4.14
1577310454,Maps to Ecstasy: A Healing Journey for the Untamed Spirit,Gabrielle Roth,1998,http://images.amazon.com/images/P/1577310454.01.LZZZZZZZ.jpg,224,4.26
1882591275,Write from the Heart: Unleashing the Power of Your Creativity,Hal Zina Bennett,1995,http://images.amazon.com/images/P/1882591275.01.LZZZZZZZ.jpg,171,3.98
067084487X,The Stinky Cheeseman and Other Fairly Stupid Tales (Caldecott Honor Book),Jon Scieszka,1993,http://images.amazon.com/images/P/067084487X.01.LZZZZZZZ.jpg,52,4.2
1577311868,Developing Intuition: Practical Guidance for Daily Life,Shakti Gawain,2001,http://images.amazon.com/images/P/1577311868.01.LZZZZZZZ.jpg,160,3.82
1573229326,How to Be Good,Nick Hornby,2002,http://images.amazon.com/images/P/1573229326.01.LZZZZZZZ.jpg,305,3.19
038072930X,Turbulent Souls: : A Catholic Son's Return To His Jewish Family,Stephen J. Dubner,1999,http://images.amazon.com/images/P/038072930X.01.LZZZZZZZ.jpg,368,3.98
068483376X,Succulent Wild Woman,Sark,1997,http://images.amazon.com/images/P/068483376X.01.LZZZZZZZ.jpg,144,4.14
068484270X,The HEALING OF AMERICA,Marianne Williamson,1997,http://images.amazon.com/images/P/068484270X.01.LZZZZZZZ.jpg,368,3.89
8420443026,La educaciÃ³n de un hada,Didier Van Cauwelaert,2001,http://images.amazon.com/images/P/8420443026.01.LZZZZZZZ.jpg,248,3.68
8484509125,El Ultimo Adios,Mary Higgins Clark,2002,http://images.amazon.com/images/P/8484509125.01.LZZZZZZZ.jpg,336,3.78
081297106X,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,2003,http://images.amazon.com/images/P/081297106X.01.LZZZZZZZ.jpg,356,3.61
1558504184,Bradymania!: Everything You Always Wanted to Know - And a Few Things You Probably Didnt (25th Anniversary Edition),Elizabeth Moran,1995,http://images.amazon.com/images/P/1558504184.01.LZZZZZZZ.jpg,238,3.63
059046678X,The Yearbook,Peter Lerangis,1994,http://images.amazon.com/images/P/059046678X.01.LZZZZZZZ.jpg,229,3.47
051512463X,The Cat Who Sang for the Birds (Cat Who... (Paperback)),Lilian Jackson Braun,1999,http://images.amazon.com/images/P/051512463X.01.LZZZZZZZ.jpg,260,3.88
067166865X,STAR TREK YESTERDAY'S SON (Star Trek: The Original Series),A.C. Crispin,1988,http://images.amazon.com/images/P/067166865X.01.LZZZZZZZ.jpg,0,3.96
1551668424,Fifth Daughter,Elaine Coffman,2001,http://images.amazon.com/images/P/1551668424.01.LZZZZZZZ.jpg,440,3.29
1551669463,The Italian,Elaine Coffman,2002,http://images.amazon.com/images/P/1551669463.01.LZZZZZZZ.jpg,443,3.1
1551668521,Reckless Encounter,Rosemary Rogers,2001,http://images.amazon.com/images/P/1551668521.01.LZZZZZZZ.jpg,408,3.71
1551665964,Bride Of Black Douglas (Mira),Elaine Coffman,2000,http://images.amazon.com/images/P/1551665964.01.LZZZZZZZ.jpg,443,3.69
1551666766,Naughty Marietta,Nan Ryan,2003,http://images.amazon.com/images/P/1551666766.01.LZZZZZZZ.jpg,384,3.37
1551668920,A Season Of Miracles,Heather Graham,2002,http://images.amazon.com/images/P/1551668920.01.LZZZZZZZ.jpg,379,3.69
038081479X,Heart of a Warrior,Johanna Lindsey,2002,http://images.amazon.com/images/P/038081479X.01.LZZZZZZZ.jpg,416,3.89
1556590415,The Book of Questions,Pablo Neruda,1991,http://images.amazon.com/images/P/1556590415.01.LZZZZZZZ.jpg,74,4.03
039304856X,Iris and Her Friends: A Memoir of Memory and Desire,John Bayley,1999,http://images.amazon.com/images/P/039304856X.01.LZZZZZZZ.jpg,275,3.69
1563524317,Down on Ponce: A Novel,Fred Willard,1997,http://images.amazon.com/images/P/1563524317.01.LZZZZZZZ.jpg,279,3.58
051513287X,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002,http://images.amazon.com/images/P/051513287X.01.LZZZZZZZ.jpg,358,4.15
1568650418,The Elric Saga PT. II,Michael Moorcock,1984,http://images.amazon.com/images/P/1568650418.01.LZZZZZZZ.jpg,471,4.18
2742702458,La Virevolte,Nancy Huston,1999,http://images.amazon.com/images/P/2742702458.01.LZZZZZZZ.jpg,206,3.69
2253182389,Meurtres en soutane,P.D. James,2003,http://images.amazon.com/images/P/2253182389.01.LZZZZZZZ.jpg,507,3.92
1550223968,Too Close to the Falls: A Memoir,Catherine Gildiner,1999,http://images.amazon.com/images/P/1550223968.01.LZZZZZZZ.jpg,350,3.89
189251415X,The Bearded Lady,Sharlee Dieguez,1999,http://images.amazon.com/images/P/189251415X.01.LZZZZZZZ.jpg,288,3.47
014018869X,Cold Comfort Farm,Stella Gibbons,1995,http://images.amazon.com/images/P/014018869X.01.LZZZZZZZ.jpg,240,3.91
2070374637,L'Ami retrouvÃ?Â©,Fred Uhlman,1983,http://images.amazon.com/images/P/2070374637.01.LZZZZZZZ.jpg,128,4.0
034536662X,Jacob the Baker: Gentle Wisdom For a Complicated World,Noah benShea,1990,http://images.amazon.com/images/P/034536662X.01.LZZZZZZZ.jpg,113,4.06
3257229534,Der Vorleser,Bernhard Schlink,1999,http://images.amazon.com/images/P/3257229534.01.LZZZZZZZ.jpg,207,3.76
1593100825,Highland Legacy: Four Generations of Love Are Rooted in Scotland,Tracey V. Bateman,2004,http://images.amazon.com/images/P/1593100825.01.LZZZZZZZ.jpg,347,3.89
1593101678,Kansas Brides,Denise Hunter,2004,http://images.amazon.com/images/P/1593101678.01.LZZZZZZZ.jpg,464,4.1
037327369X,A Cry In the Dark : Family Secrets: The Next Generation (Intimate Moments),Jenna Mills,2004,http://images.amazon.com/images/P/037327369X.01.LZZZZZZZ.jpg,256,4.0
1551666685,Embrace the Twilight,Maggie Shayne,2003,http://images.amazon.com/images/P/1551666685.01.LZZZZZZZ.jpg,386,4.12
034539657X,Dark Rivers of the Heart,Dean R. Koontz,1995,http://images.amazon.com/images/P/034539657X.01.LZZZZZZZ.jpg,565,3.91
037329168X,Magic And Mist (Historical),Fern Michaels,2001,http://images.amazon.com/images/P/037329168X.01.LZZZZZZZ.jpg,304,3.35
034545104X,Flesh Tones: A Novel,M. J. Rose,2002,http://images.amazon.com/images/P/034545104X.01.LZZZZZZZ.jpg,320,3.55
1558850481,Zoot Suit and Other Plays,Luis Valdez,1992,http://images.amazon.com/images/P/1558850481.01.LZZZZZZZ.jpg,214,3.84
038079893X,Coronado Conspiracy,George Galdorisi Captain,1998,http://images.amazon.com/images/P/038079893X.01.LZZZZZZZ.jpg,500,2.2
1878067745,Solo: On Her Own Adventure,Susan Fox Rogers,1996,http://images.amazon.com/images/P/1878067745.01.LZZZZZZZ.jpg,304,3.85
037570387X,The Autograph Man: A Novel (Vintage International (Paperback)),Zadie Smith,2003,http://images.amazon.com/images/P/037570387X.01.LZZZZZZZ.jpg,347,3.16
1575663104,The Wall,Mary Rinehart,1998,http://images.amazon.com/images/P/1575663104.01.LZZZZZZZ.jpg,352,3.99
3442450144,Ehrensache.,Ian Rankin,2002,http://images.amazon.com/images/P/3442450144.01.LZZZZZZZ.jpg,384,3.86
051512317X,Rising Tides,Nora Roberts,2001,http://images.amazon.com/images/P/051512317X.01.LZZZZZZZ.jpg,330,4.17
080215185X,Teach Us to Outgrow Our Madness,Kenzaburo Oe,1977,http://images.amazon.com/images/P/080215185X.01.LZZZZZZZ.jpg,261,3.86
8806155873,Un Giorno Dopo L'altro,Carlo Lucarelli,2000,http://images.amazon.com/images/P/8806155873.01.LZZZZZZZ.jpg,264,3.59
048640076X,The Warden (Dover Thrift Editions),Anthony Trollope,1998,http://images.amazon.com/images/P/048640076X.01.LZZZZZZZ.jpg,176,3.73
3548603203,Artemis Fowl.,Eoin Colfer,2003,http://images.amazon.com/images/P/3548603203.01.LZZZZZZZ.jpg,240,3.84
2253057835,La Contrebasse,Patrick SÃ?Â¼skind,1992,http://images.amazon.com/images/P/2253057835.01.LZZZZZZZ.jpg,92,3.77
2020482363,Sans nouvelles de Gurb,Eduardo Mendoza,2001,http://images.amazon.com/images/P/2020482363.01.LZZZZZZZ.jpg,125,3.74
2264027754,Eureka Street,Robert McLiam-Wilson,1999,http://images.amazon.com/images/P/2264027754.01.LZZZZZZZ.jpg,544,4.18
2264032189,La LÃ?Â©gende d'Henry Smart,Roddy Doyle,2002,http://images.amazon.com/images/P/2264032189.01.LZZZZZZZ.jpg,497,3.83
052594527X,Girl With a Pearl Earring,Tracy Chevalier,1999,http://images.amazon.com/images/P/052594527X.01.LZZZZZZZ.jpg,233,3.88
1558743669,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1995,http://images.amazon.com/images/P/1558743669.01.LZZZZZZZ.jpg,184,4.11
006018700X,Design for Dying,Timothy Leary,1997,http://images.amazon.com/images/P/006018700X.01.LZZZZZZZ.jpg,256,3.79
8433966111,La Musica del Azar,Paul Auster,1998,http://images.amazon.com/images/P/8433966111.01.LZZZZZZZ.jpg,251,3.91
030681188X,How to Lose Friends &amp; Alienate People,Toby Young,2002,http://images.amazon.com/images/P/030681188X.01.LZZZZZZZ.jpg,368,3.29
088064219X,The Private Life of Kim Philby: The Moscow Years,Rufina Philby,2000,http://images.amazon.com/images/P/088064219X.01.LZZZZZZZ.jpg,449,3.5
038072345X,Anno Dracula,Kim Newman,1994,http://images.amazon.com/images/P/038072345X.01.LZZZZZZZ.jpg,409,3.78
1580173144,How to Sleep Soundly Tonight: 250 Simple and Natural Ways to Prevent Sleeplessness,Barbara L. Heller,2001,http://images.amazon.com/images/P/1580173144.01.LZZZZZZZ.jpg,192,2.22
8845909840,La variante di LÃ¼neburg (Fabula),Paolo Maurensig,1993,http://images.amazon.com/images/P/8845909840.01.LZZZZZZZ.jpg,158,3.89
044048474X,Tales of a Fourth Grade Nothing,JUDY BLUME,1976,http://images.amazon.com/images/P/044048474X.01.LZZZZZZZ.jpg,128,4.11
1584850167,Meet Kit: An American Girl : 1934 (American Girls Collection),Valerie Tripp,2000,http://images.amazon.com/images/P/1584850167.01.LZZZZZZZ.jpg,69,3.99
1562470752,Meet Addy: An American Girl (American Girls Collection (Paper)),Connie Porter,1993,http://images.amazon.com/images/P/1562470752.01.LZZZZZZZ.jpg,69,4.07
1558744630,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),Jack Canfield,1997,http://images.amazon.com/images/P/1558744630.01.LZZZZZZZ.jpg,353,3.92
038533348X,Cat's Cradle,Kurt Vonnegut,1998,http://images.amazon.com/images/P/038533348X.01.LZZZZZZZ.jpg,287,4.16
1573222623,Drinking Coffee Elsewhere (Today Show Book Club #11),ZZ Packer,2003,http://images.amazon.com/images/P/1573222623.01.LZZZZZZZ.jpg,256,3.85
055357230X,The Clinic (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1999,http://images.amazon.com/images/P/055357230X.01.LZZZZZZZ.jpg,465,3.82
1890159018,The Ethical Slut: A Guide to Infinite Sexual Possibilities,Dossie Easton,1998,http://images.amazon.com/images/P/1890159018.01.LZZZZZZZ.jpg,279,3.88
006016185X,Valsalva's Maneuver: Mots Justes and Indispensable Terms,John Train,1990,http://images.amazon.com/images/P/006016185X.01.LZZZZZZZ.jpg,133,3.75
1573247022,The Food Revolution: How Your Diet Can Help Save Your Life and Our World,John Robbins,2001,http://images.amazon.com/images/P/1573247022.01.LZZZZZZZ.jpg,449,4.28
055315754X,Horse Play (Saddle Club (Paperback)),Bonnie Bryant,1989,http://images.amazon.com/images/P/055315754X.01.LZZZZZZZ.jpg,144,3.73
1573226106,Kitchen Table Wisdom: Stories That Heal,Rachel Naomi Remen,1997,http://images.amazon.com/images/P/1573226106.01.LZZZZZZZ.jpg,336,4.33
1400032717,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries),Mark Haddon,2004,http://images.amazon.com/images/P/1400032717.01.LZZZZZZZ.jpg,226,3.88
1589880013,The Verb To Bird,Peter Cashwell,2003,http://images.amazon.com/images/P/1589880013.01.LZZZZZZZ.jpg,273,3.79
158988003X,So Many Books: Reading and Publishing in an Age of Abundance,Gabriel Zaid,2003,http://images.amazon.com/images/P/158988003X.01.LZZZZZZZ.jpg,144,3.7
1573222453,The Kite Runner (Alex Awards (Awards)),Khaled Hosseini,2003,http://images.amazon.com/images/P/1573222453.01.LZZZZZZZ.jpg,324,4.3
1885266480,The Open Door: A Novel,Floyd Skloot,1997,http://images.amazon.com/images/P/1885266480.01.LZZZZZZZ.jpg,199,4.2
8475966519,L'abominable crim de l'Alsina Graells (Narrativa),Pep Coll,1999,http://images.amazon.com/images/P/8475966519.01.LZZZZZZZ.jpg,224,3.24
8420448583,La Ley De La Calle,Susan E. Hinton,2002,http://images.amazon.com/images/P/8420448583.01.LZZZZZZZ.jpg,128,3.79
