ISBN,0
155071130X,Poetry
006101432X,Fiction
1583225382,History
050552371X,Fiction
156282144X,Magic
1561840092,"Body, Mind & Spirit"
006105223X,Fiction
081291242X,Social Science
1564026159,Family problems
155166285X,Fiction
046504512X,Social Science
2226088792,French language materials
1551664771,American fiction
8432216097,Fiction
8420680192,Philosophy
1551666812,Fiction
034535639X,Fiction
038533432X,Philosophy
067976156X,American fiction
1885167393,Business & Economics
059048480X,Juvenile Fiction
080651650X,Humor
034545183X,Fiction
1555914632,History
1903047005,Performing Arts
044843198X,Juvenile Fiction
1577941640,Christian life
1401600344,Family & Relationships
1842326775,Fiction
080246520X,Fiction
020172152X,Computers
1557830983,Performing Arts
1590790553,Business & Economics
006056542X,Fiction
037362106X,Fiction
1569472521,Fiction
031218686X,Fiction
1881548287,Biography & Autobiography
1853267813,Fiction
1556618689,Fiction
1400046238,Religion
1586604082,Games & Activities
1558594671,Photography
038549744X,Fiction
1568820232,Fantasy games
039606423X,Fiction
1568361904,Crafts & Hobbies
1567183603,"Body, Mind & Spirit"
1842151010,Shamanism
1551802457,Family & Relationships
1570670099,Cooking
1570624682,Philosophy
1879181290,Religion
1860193668,Ghosts
1558687432,Social Science
1573921645,"Body, Mind & Spirit"
039300788X,Poetry
1884910335,Reference
1566891272,Fiction
155022462X,Biography & Autobiography
1931498067,Cooking
074347676X,Fiction
1575662094,Health & Fitness
1570827117,Juvenile Fiction
1570640114,Children's stories
1562055089,Computers
158660757X,Fiction
067104057X,Juvenile Fiction
030680736X,Performing Arts
157322118X,Biography & Autobiography
024080340X,Radio advertising
1565073622,Religion
1580110835,Gardening
158234132X,Fiction
1560251387,Music
1569751005,Religion
2877142965,French literature
044021212X,Juvenile Fiction
1583940286,Comics & Graphic Novels
068815252X,Humor
039454255X,Cooking
044100105X,Fiction
1556618778,Fiction
2010203194,Foreign Language Study
1400031885,Fiction
087951907X,"Body, Mind & Spirit"
1587171465,Juvenile Nonfiction
1558502831,Business & Economics
000714346X,Fiction
014024364X,History
1575665867,Fiction
006109594X,Fiction
1567615295,New business enterprises
1570621616,Philosophy
076790284X,Travel
1551520869,Fiction
2760402428,French-Canadian literature
1582344094,Fiction
038549565X,History
1566891418,Education
042512164X,Fiction
078670943X,Fiction
2290215627,Fiction
089733356X,Fiction
1590170237,History
089529737X,Chronic fatigue syndrome
084313917X,Adventure and adventurers
1575668548,Fiction
1582432228,Fiction
015600013X,Drama
1566912431,Sports & Recreation
1560766263,Fiction
1562790838,Fiction
1576737802,Family & Relationships
3423203706,"Satire, German"
006258507X,Biography & Autobiography
8420441694,Fiction
091592451X,Education
1843532751,Social Science
1556615108,Juvenile Fiction
1564025497,Juvenile Nonfiction
031299141X,Fiction
8408021419,Fiction
1562010158,Fiction
1568956908,Fiction
3423780207,German fiction
1853262846,Fiction
1929001045,Fiction
1551666413,Fiction
055310098X,Fiction
038073155X,Fiction
082176103X,Fiction
037326416X,Fiction
042519325X,Fiction
068814120X,Fiction
006018681X,Fiction
007137048X,Business & Economics
035233357X,Fiction
2831572223,Travel
1400031575,Fiction
1852422777,Fiction
1559580518,Music
1593080298,Alienation (Social psychology)
1578565731,Fiction
034529520X,Fiction
078600231X,Murder
1859671160,Dogs
1852423226,Fiction
031228098X,Fiction
1885865317,Fiction
1902012143,Horror tales
089821128X,Biography & Autobiography
067179499X,Crafts & Hobbies
057121200X,Fathers and sons
8429743766,Fiction
1884153089,Attention-deficit hyperactivity disorder
1582430608,Fiction
2921171341,Cooking
1556616082,Bible
044133850X,Fantasy
1897648006,Poetry
2253013870,Fiction
031230899X,Fiction
1890768545,Fiction
8804505605,Fiction
1565927206,Electronic books
074346348X,Fiction
1565122585,Pets
042514755X,Fiction
006028644X,Juvenile Fiction
1557831106,Performing Arts
086322184X,Fiction
1556709323,Art
1586602934,Family & Relationships
1852425350,Fiction
189919715X,Reykjavík (Iceland)
037321748X,Fiction
158579015X,Fiction
044652090X,Fiction
1576750108,Allegories
041591471X,Political Science
051744898X,"Ghost stories, English."
1568360096,Biography & Autobiography
1842225952,Games & Activities
069107089X,Fiction
1575667185,Health & Fitness
080524185X,Fiction
1559212128,Fiction
1568490739,Fiction
1565122151,Fiction
1562291629,Biography & Autobiography
059045143X,Juvenile Fiction
080411871X,History
091765739X,Fiction
1862073996,Russia (Federation)
1576737098,Family & Relationships
1577311825,"Body, Mind & Spirit"
1400030684,Fiction
1569713715,Comics & Graphic Novels
1841003018,Cooking
067988744X,Juvenile Fiction
1570622280,Philosophy
1852427132,Fiction
1898507414,Medical
2253154245,Fiction
055329654X,Fiction
8188157074,Philosophy
1569717389,Juvenile Fiction
068419340X,Juvenile Fiction
034532451X,Fiction
1885983263,Fiction
1840460938,Philosophy
1568841655,Computers
015601095X,Biography & Autobiography
1551667851,Fiction
081296991X,History
188717897X,Social Science
1566190959,FICTION
1931484228,Comics & Graphic Novels
1853266957,History
1558177884,Social Science
055321313X,Juvenile Fiction
1573440299,Biography & Autobiography
067102115X,Juvenile Fiction
1561797111,Family & Relationships
067169183X,Fathers and sons
1885211376,Cooking
1550749250,Juvenile Nonfiction
1858289009,Travel
044022361X,Fiction
1879628058,Psychology
1568492642,Fiction
039458743X,Crafts & Hobbies
1555530249,Fiction
1560524537,Business & Economics
1572971088,Humor
1860498280,Fiction
1560443197,History
067940418X,Fiction
1560104899,Art
037550723X,Fiction
3630870732,Irland - Junge - Katholische Erziehung - Geschichte 1935-1950 - Belletristische Darstellung
1568492995,Cuentos
1895636248,Poetry
1573227366,Fiction
1878067087,Rock music
068806051X,Actors
1842770772,Biography & Autobiography
1551665891,Fiction
2070750256,Belletristische Darstellung
031229025X,Fiction
189110506X,Cooking
039914885X,Fiction
1572435968,Biography & Autobiography
1575663104,Fiction
025320903X,History
2290302155,Detective and mystery stories
1564765865,Christian life
1585672025,Fiction
006101561X,Fiction
156792025X,Study Aids
3492229417,Children's stories
1931499055,Crafts & Hobbies
1558740872,Psychology
1565122992,Fiction
1585420360,Science
033034871X,Juvenile Fiction
1551660202,Love stories
1568494750,Fiction
1563892553,Comics & Graphic Novels
1567997856,Gardening
3822504998,Canadian fiction
1561708704,Self-Help
1414036205,Biography & Autobiography
087666513X,Technology & Engineering
1580623085,Reference
1580171052,Cooking
067983480X,Arabs
1568840780,Microcomputers
014009881X,Fiction
1556610262,Christian life
1932100091,Fiction
078692926X,Fiction
059022638X,Juvenile Fiction
1556706227,Self-Help
1563890305,Humor
1580081118,Humor
1583224912,Family & Relationships
1903047439,Performing Arts
086611971X,Adventure stories
1570541876,Juvenile Nonfiction
1884777996,Java (Computer program language)
1853264407,Poetry
039591910X,Juvenile Fiction
1931561044,Fiction
1401034624,Fiction
1568491611,Business & Economics
3822863254,Art
082177218X,Fiction
1569473285,Fiction
1565842588,Literary Criticism
087226209X,Poetry
069001029X,Health & Fitness
037307123X,Actresses
1556610408,Religion
1593080549,Fiction
1557043450,Juvenile Fiction
3492221009,Conduct of life
060980619X,Cooking
1558614575,Fiction
1885478720,Fiction
1741041635,Travel
1841721824,Cooking
1581950128,Fiction
1568380305,Family & Relationships
096156511X,Technology & Engineering
071671017X,Creative thinking
3423202904,Witchcraft
092105498X,Atlantic Provinces
1893896064,Fiction
1572302097,Psychology
1892065444,Fiction
157392783X,Philosophy
037575685X,Fiction
1896860249,Poetry
3423126434,German fiction
1572972440,Fiction
006052183X,Reference
185697829X,Juvenile Fiction
140003468X,Fiction
076534324X,Fiction
044023705X,Fiction
1558583564,Juvenile Fiction
044041072X,Juvenile Fiction
1558322256,Cooking
1551667150,Fiction
070893773X,"Authors, English"
1583941037,FOREIGN LANGUAGE STUDY
037371095X,Fiction
1551666928,Fiction
1895565014,Juvenile Fiction
067155302X,Fiction
1573222011,Fiction
1564772101,Crafts & Hobbies
1551250004,Juvenile Nonfiction
1568846444,Gardening
082171676X,"Rourke, John Thomas (Fictitious character)"
1842322516,Fiction
088001248X,Poetry
1581801300,Computers
1885394578,"Body, Mind & Spirit"
081490064X,Fiction
1578564816,Crafts & Hobbies
1585673226,Fiction
076153413X,Business & Economics
2253033650,Fiction
1587216841,Fiction
1556522819,Technology & Engineering
1570540276,Juvenile Nonfiction
1931543119,Crafts & Hobbies
1842930389,"Body, Mind & Spirit"
1402202733,Fiction
2742737804,Brand name products
031284879X,Fiction
1551660091,Fiction
1565077644,Art
1557731586,Fiction
044010694X,Biography & Autobiography
1853263559,"Body, Mind & Spirit"
1564771989,Crafts & Hobbies
1928832849,"Children's stories, English."
1580050182,Health & Fitness
014200121X,Sports & Recreation
1587171031,Juvenile Fiction
096136002X,Cooking
1562920308,Religion
1550133756,Gardening
044912553X,Fiction
1580627560,Family & Relationships
1555422128,Psychology
042518630X,Fiction
055315608X,Bashfulness
349922304X,Lissabon
1590520203,Fiction
1566635780,Sports & Recreation
1563921510,Transportation
190469702X,Fiction
1562054481,Computers
1559722061,Language Arts & Disciplines
1567185339,"Body, Mind & Spirit"
1590580699,Fiction
059046129X,Science
1580623166,Cooking
075340429X,"Body, Human"
1856230031,Technology & Engineering
1400041422,Poetry
031227081X,Fiction
1883642523,Fiction
3895082309,Fiction
1841490814,Fiction
1562010743,Fiction
1841620114,Travel
1551051095,Nature
1580050883,Travel
1567430198,Biography & Autobiography
3499230909,Finland
014012229X,Psychology
059004706X,JUVENILE NONFICTION
1591162491,Comics & Graphic Novels
039487336X,Juvenile Fiction
1577483421,Biography & Autobiography
3813501272,Stratigraphie - Geologie - Karte - Geschichte 1793-1838
3518373005,German literature
3442427797,Man-woman relationships
1558504788,Family & Relationships
1556113625,Alaska
055337804X,History
1565120892,Married women
1567181929,"Body, Mind & Spirit"
157131234X,Biography & Autobiography
1572972432,Fiction
038077075X,Fiction
087975219X,Literary Criticism
1592861709,Fiction
1551667215,Fiction
1551668823,Fiction
1550224239,Biography & Autobiography
1592000673,Computers
1553373405,Juvenile Fiction
1586609270,Fiction
087742375X,Sports & Recreation
015676248X,Religion
158663528X,Fiction
1878410202,Conduct of life.
082451825X,Bible
006447027X,Juvenile Nonfiction
155166299X,Fiction
1578203066,Technology & Engineering
1573220841,Fiction
8408012428,Fiction
1590300483,Fiction
1555835848,Fiction
038523029X,Fiction
1561790966,Education
1565048938,Fiction
059018900X,"Leia, Princess (Fictitious character)"
078956419X,Computers
081914262X,Philosophy
006018700X,Self-Help
2070423131,Fiction
082171984X,Fiction
020155805X,Computers
1565120264,Domestic fiction
045120851X,Fiction
1563051729,Cooking
067172018X,Fiction
1562921185,Bible
014003885X,"Adventure stories, English"
8817113506,Fiction
039585783X,Juvenile Fiction
188098508X,Rock music
1582431108,Biography & Autobiography
068486813X,Biography & Autobiography
055310716X,Fiction
1562921495,Social Science
1561791334,Conduct of life
1564023478,Juvenile Fiction
1576736334,Religion
037575895X,Biography & Autobiography
1880656485,Fiction
068480090X,Family & Relationships
155670545X,Container gardening
1400041074,Fiction
1564965945,Handicraft
1853260746,Fiction
1932100067,Fiction
067102082X,Fiction
067972754X,Fiction
051512527X,Fiction
1590520351,Religion
1575664461,Fiction
1576736881,Religion
082177557X,Fiction
189062635X,Philosophy
1840723041,Self-Help
2040180001,French literature
1559705752,Fiction
1583143556,Fiction
1590580915,Fiction
1558746072,Health & Fitness
037580692X,Juvenile Fiction
006058565X,Fiction
1576734137,Fiction
1576735788,Religion
1566630185,Fiction
1895455529,Cooking
1861976364,Arms control
156884168X,Computers
047119297X,Mathematics
1890948128,Pets
1557488916,Juvenile Nonfiction
1555832938,Fiction
037383568X,Fiction
034529260X,Fiction
1885865422,Fiction
1572430753,Business & Economics
006052362X,Music
2843041856,Korean literature
157098011X,Juvenile Fiction
1576732193,Fiction
055325541X,Fiction
1586601121,Fiction
1580680038,Sports & Recreation
067176537X,Health & Fitness
1565123417,Fiction
8838918600,Fiction
088011861X,Health & Fitness
1550370103,Juvenile Fiction
081269421X,Travel
1551668718,Fiction
1565923383,Computers
1931484015,Comics & Graphic Novels
2226131566,Fiction
1551664887,Fiction
038532006X,Fiction
1561582298,Architecture
1564028542,Juvenile Nonfiction
1566198798,Comedy sketches
1589199707,Juvenile Fiction
1559706023,Fiction
1894078063,Poetry
1860465536,Fiction
1551110636,Literary Criticism
1573225436,Fiction
1592243134,Fiction
093548096X,Fiction
2020550784,Fiction
1561797324,Juvenile Fiction
184046237X,Philosophy
187724662X,Cooking
055357857X,Fiction
031228263X,Humor
1741040809,Travel
1551665999,Fiction
059060385X,Juvenile Fiction
1557784434,Authorship
051756078X,England
1569471789,Biography & Autobiography
3442451426,Fiction
3442447380,Manila (Philippines)
044180263X,Fiction
1885492332,Child rearing
1412006414,Fiction
1580230296,Religion
1582347662,Juvenile Fiction
1572930160,Biography & Autobiography
8466304657,Fiction
1558740295,Medical
1575665115,Fiction
1843092077,Sports & Recreation
1555838308,Fiction
1577946480,Religion
2253153702,Fiction
1570713383,Self-Help
1564588610,Veneto (Italy)
067973709X,Fiction
078601542X,Fiction
189322466X,Juvenile Nonfiction
082121764X,Art
1556110146,"World War, 1939-1945"
076113185X,Cooking
1575667320,Fiction
1551668629,Fiction
1568360401,Business & Economics
1400033160,Fiction
1884592406,History
1564020940,Cats
033024468X,Fiction
1740590783,Travel
084395177X,Fiction
2253144908,Fiction
1889833746,House & Home
1551667843,Fiction
1571743405,Fiction
1559704691,Fiction
084781906X,History
1560449829,Travel
067972463X,Biography & Autobiography
1582341885,Fiction
1590580893,Fiction
2277210579,Foreign language books
1565122402,Gardening
1582431450,Biography & Autobiography
157224058X,Psychology
2070434311,Fiction
1880685000,Games & Activities
9505156944,Humor
1563240319,History
1570612684,Photography
1585740233,Travel
2070301028,Fiction
1881684202,Social Science
059047703X,College students
1878424319,Self-Help
1883052238,Gardening
1888173610,American wit and humor
2268044394,Russia
1586481231,Transportation
1400031060,Fiction
3895082333,Fiction
1557831513,Performing Arts
1579590012,House & Home
080502803X,Fiction
2868698204,American fiction
1573450928,Christian life
1852421118,English fiction
1576105555,Computers
1570670056,Cooking
1557487049,Juvenile Nonfiction
038548741X,Fiction
006067542X,Religion
1556610785,"Compact discs, Book"
1870259114,Drama
158297005X,Art
1582450196,Pets
4889960929,Cooking
1555834434,Fiction
1569470545,Fiction
074321918X,Literary Criticism
1565549945,History
1568650418,Albinos and albinism
1562800531,Fiction
1400031095,Fiction
087857283X,Cycling
1887178678,Biography & Autobiography
1560974729,Humor
039543095X,Education
1550225278,Humor
3822893269,Art
2226034536,Fiction
157231365X,Business
067081458X,Fiction
006017739X,Biography & Autobiography
1576902889,Fairy tales
015622660X,Down syndrome
1558533389,Humor
031023199X,Religion
1886411999,Computers
1570620679,Education
032103788X,Education
1557730253,Fiction
006447111X,Juvenile Fiction
3250600253,Popular literature
067162783X,Language Arts & Disciplines
2253009105,Fiction
3822819794,Social Science
033033929X,Family
1863962387,Quick and easy cookery
089109282X,Religion
1570624267,Psychology
1583142223,Fiction
1580628095,Business & Economics
051509028X,Religion
1861054394,Nature
1565048571,Fiction
1568952023,Fiction
037570289X,Fiction
1883991439,Health & Fitness
1400032288,Fiction
3822805548,Art
1863303448,Identity (Psychology)
078793903X,Business & Economics
9583004448,Literary Collections
1587172178,Juvenile Nonfiction
2894502257,Education
8408039725,"Body, Mind & Spirit"
067156806X,Juvenile Fiction
038512158X,Juvenile Fiction
158314126X,Fiction
055306682X,Social Science
1560972769,Fiction
8495501570,Fiction
1881649911,Performing Arts
1889606022,Family & Relationships
1563411202,Poetry
080213985X,Fiction
2070366863,Fiction
074341232X,Fiction
006080713X,Clergy
1885728018,Spiritual formation
067188462X,Juvenile Fiction
1582341095,Fiction
1557094470,Biography & Autobiography
000712855X,Nostalgia
1564145190,Self-Help
1560540990,Fiction
059032005X,Family
156512068X,Fiction
1565075315,Family & Relationships
1585672203,Fiction
1551666642,Fiction
1561641855,Fiction
1565041127,Fiction
1859840663,Philosophy
031226268X,Antiques & Collectibles
044921723X,Fiction
1561703184,Psychology
1568303807,Photography
1556591950,History
088404503X,Religion
193236000X,Fiction
087477618X,Psychology
2253029467,Fiction
3540581189,Computer security
1551665972,Fiction
076111775X,Antiques & Collectibles
1561709026,"Body, Mind & Spirit"
074322521X,Fiction
1575663295,Fiction
1557737525,Fiction
1562823728,Mermaids
1583940162,Fiction
044187486X,Fiction
050552385X,Fiction
1556522770,Gardening
039450660X,Eastern Shore (Md. and Va.)
034540324X,Fiction
077108725X,Fiction
084994077X,Family & Relationships
1589971647,Religion
037570194X,Nature
067187795X,Fiction
186450224X,Foreign Language Study
1582340757,Fiction
1570718660,Fiction
075640018X,Fiction
078600472X,Fiction
1561794155,Social Science
1551664631,Fiction
1558217479,Sports & Recreation
1570980160,Nature
1878624482,Christmas stories
1560234512,Fiction
044100556X,Fiction
1562013815,Fiction
1558850015,Fiction
079383578X,Nature
1575663783,Family & Relationships
034529730X,Science fiction
2070404269,Fiction
157243435X,Biography & Autobiography
1568387903,Self-Help
1565540387,Fiction
1591450055,Fiction
3492041655,German fiction
015694877X,Poetry
1573220868,Religion
1576734218,Family & Relationships
075152011X,Fiction
1591160537,"Comic books, strips, etc"
1404304606,Fiction
1568655770,"Alexander, Rachel (Fictitious character)"
1864503742,Travel
090350555X,Gardening
055358555X,Family & Relationships
1565926617,Computers
1900924498,Biography & Autobiography
038072765X,Fiction
094557567X,Appetizers
1568582706,Fiction
080542573X,Family & Relationships
2020231530,Fiction
088754519X,Drama
014028009X,Fiction
8420401153,Fiction
006056198X,Biography & Autobiography
207054351X,Juvenile Fiction
158322629X,History
006091291X,Archetype (Psychology)
1569245754,"Body, Mind & Spirit"
038519269X,Cooking
006028062X,Juvenile Fiction
1581820100,Fiction
1556522126,Art
1585671231,Fiction
1570089914,Fiction
1585673552,Travel
1587990660,Business & Economics
3492232167,Fiction
1583144269,Fiction
1582343292,Humor
2253141704,Fiction
067188784X,Motion picture actors and actresses
8806136402,Fiction
2070428184,Fiction
031207090X,Fiction
1590522745,Religion
1572315725,Computers
1563330695,Gay men
1853022349,Political Science
2070383652,American fiction
1858285518,Computers
1561480711,Cooking
2253031216,Fiction
1932234063,Fiction
140270870X,Juvenile Fiction
155022543X,Fiction
1852424257,Literary Collections
1558744797,Family & Relationships
1575666464,Family & Relationships
1562013092,Fiction
849550166X,Fiction
074347144X,Fiction
014003708X,Great Britain
1555910882,Social Science
1570713987,Family & Relationships
8806131222,Fiction
076791466X,Anglais (Langue) - Mots et locutions
015227538X,African Americans
1569550425,Religion
1853262390,Fiction
097200260X,Fiction
1573241989,Social Science
014043206X,History
1842327143,Fiction
2264016523,Aboriginal Australians
2070414345,Fiction
1571456988,Humor
185314116X,Celts
042512360X,Fiction
1891369318,Sports & Recreation
1555971326,Fiction
1551665409,Fiction
3426015463,American fiction
067100185X,Juvenile Fiction
1853262218,Fiction
1591823986,Juvenile Fiction
1590522583,Fiction
1570621403,"Body, Mind & Spirit"
1879373998,History
055356501X,Fiction
158348809X,Fiction
1931484414,Comics & Graphic Novels
1575664259,Fiction
031046482X,Fiction
155166884X,Fiction
006080520X,Fiction
1565650697,Horror stories.
055358071X,Fiction
1890768480,Fiction
1587991705,Biography & Autobiography
1574410792,Fiction
1880656248,Architecture
188293136X,Comics & Graphic Novels
2877305759,Africa
019540761X,Assassination
048628719X,Fiction
067168518X,Fiction
1880284421,Fiction
1884910033,Reference
052524445X,Proofs (Printing)
1590580362,Fiction
1840184264,True Crime
1562828231,Actors
1556115059,Fiction
081333909X,History
1573226467,Poetry
3404146409,Fiction
1562790927,Fiction
1585673080,Biography & Autobiography
1578566576,Political Science
1562012762,Fiction
1853267791,Fiction
006440546X,Juvenile Fiction
1585421391,Business & Economics
059046955X,Air pilots
1400033543,Fiction
1873741200,Fiction
1559704373,Fiction
1575440636,Political Science
1558177809,True Crime
088010127X,Education
1573225649,Science
045120834X,Fiction
1889330566,Fiction
074341148X,Fiction
1859843557,History
037580160X,Juvenile Fiction
1590030273,Religion
1879373254,Art
083081650X,Religion
1550548921,Cats
1583141693,Fiction
1563897474,Comics & Graphic Novels
1561797375,Juvenile Fiction
1843336243,"Body, Mind & Spirit"
2070408450,Fiction
006109840X,Fiction
067085347X,Fiction
051701758X,Fiction
037352059X,Fiction
1929001029,Fiction
068982033X,Juvenile Fiction
1562470795,Juvenile Fiction
1565123328,Fiction
037383599X,Fiction
1557481733,Juvenile Nonfiction
059093502X,Juvenile Fiction
052594379X,Fiction
1570717273,Family & Relationships
1569713146,Juvenile Fiction
013032129X,Business & Economics
014043741X,Fiction
089480698X,Cooking
068480378X,Fiction
1929311648,Fiction
2070756319,Agoraphobia
044991190X,Fiction
1576600505,Business & Economics
1400002745,"Coyoacán (Mexico City, Mexico)"
156971634X,Comics & Graphic Novels
156076399X,Fiction
8484036375,Fiction
1857157095,Erotic poetry
157145814X,Humor
075640035X,Fiction
1563921286,Transportation
1559722304,Biography & Autobiography
1889392030,Reference
8877828528,Juvenile Fiction
1550222201,Biography & Autobiography
1885223544,Religion
1573241180,Religion
1883319099,Sports & Recreation
1581171617,Juvenile Fiction
1582432252,Biography & Autobiography
156971441X,Juvenile Fiction
020716892X,Australia
1573920959,Fiction
1567187447,"Body, Mind & Spirit"
155868476X,Juvenile Fiction
014008357X,Music
1556523033,Cooking
047126394X,Self-Help
087123291X,Fiction
1887128441,Education
020135473X,Computers
080707098X,Biography & Autobiography
087044512X,National parks and reserves
044039077X,Biography & Autobiography
1585670162,Fiction
8479018070,Self-Help
1880284669,Fiction
1566632153,Philosophy
067131842X,Fiction
1573245585,Social Science
8470394134,Spanish poetry
081011514X,Fiction
1842122916,History
9580600120,Death
2070372995,Fiction
1551090570,Gardening
1561708291,Religion
000649966X,Fiction
1551662949,Australia
1594142343,Fiction
1572972270,Fiction
1551666960,Fiction
1877946028,Fiction
084991194X,Family & Relationships
1852423390,Reference
039474909X,"Folk-lore, Italian"
1577483502,Fiction
1884834078,Education
1931468044,Fiction
088419258X,Religion
3473580074,Children
089296670X,Fiction
075640181X,Fiction
074900388X,Archaeologists
074325144X,Sports & Recreation
1889540536,Transportation
1410740528,Fiction
1567181880,"Body, Mind & Spirit"
1402713983,Low-carbohydrate diet
156592861X,Computers
1551661578,Fiction
1551666987,Fiction
038531325X,Literary Criticism
080521061X,Education
3548251285,German language materials
8401474566,Fiction
156718782X,"Body, Mind & Spirit"
2070419266,Fiction
1565927184,Java (Computer program language)
1573220426,Biography & Autobiography
089107290X,Religion
1567187471,"Body, Mind & Spirit"
060960547X,Fiction
034539027X,Motion pictures
006019619X,History
039487420X,Fantasy games
1566562880,Travel
158063155X,Biography & Autobiography
1740590929,Travel
1853261777,Fiction
188399182X,Fiction
1575667509,Fiction
1585861677,Fiction
067003004X,Fiction
1590581040,Fiction
1564409546,Travel
078581485X,Fiction
1558611479,Fiction
1576730468,Humor
1580625509,Performing Arts
096230722X,Juvenile Fiction
014019228X,Philosophy
1555832660,Fiction
1564146715,"Body, Mind & Spirit"
072141561X,"Children's stories, English"
1894294483,Fiction
039473520X,Cooking
084393865X,Christmas stories
096063889X,Religion
849515708X,Juvenile Nonfiction
1929749007,Children and violence
2253043982,Interpersonal relations
1559210931,Fiction
3423301368,Political science
068483605X,Fiction
1555833667,Fiction
006108350X,Fiction
067187067X,Halloween
1557042101,Music
3446202730,College teachers
1576834999,Comics & Graphic Novels
051708757X,Cooking
037348481X,Fiction
042511743X,Fiction
1878067842,Biography & Autobiography
039913543X,Fiction
034531560X,"Future, The, in literature"
1890208434,Fiction
1558502912,Travel
042515954X,Fiction
1881825051,Investigations
1565123085,Family & Relationships
1843910608,Fiction
1561384593,Creative thinking
075283410X,Architecture
1562924494,Man-woman relationships
1555971962,Poetry
1873741707,Fiction
1890208795,Fiction
1840461225,Literary Criticism
1890957313,Social Science
1880317141,Bible
1573226521,Fiction
1562828827,Fiction
037376586X,Fiction
072324832X,Juvenile Fiction
1852240407,Poetry
188731721X,True Crime
074322471X,Self-Help
1890768308,Fiction
1550172212,History
1571740767,Philosophy
074320400X,Sports & Recreation
046501299X,Computers
037387247X,Fiction
1886969353,Sports & Recreation
156402895X,Juvenile Fiction
1558215050,Fiction
1876756322,Australian literature
1558320547,Family & Relationships
080198775X,Fiction
1878685120,Moscow (Russia)
155868087X,Travel
037550236X,Cooking
1564781968,Fiction
1400031540,Fiction
1858683157,Mathematical recreations
080916633X,Juvenile Fiction
1576732959,Fiction
157794254X,Religion
3442150558,Biography & Autobiography
1551668025,Fiction
1879181029,"Body, Mind & Spirit"
1877727113,Fiction
8434808854,Juvenile Nonfiction
155874343X,Social Science
067941603X,Social Science
057120547X,Philosophy
221101285X,Conduct of life
1551665751,Australia
158663061X,Music
006250441X,American poetry
082176067X,Fiction
047162084X,Juvenile Nonfiction
074340338X,Fiction
1890862258,Fiction
1855856824,Health & Fitness
038076654X,Fiction
1563892979,Fiction
019281785X,Domestic fiction
015508481X,Education
087113733X,Fiction
1558241620,Photography
1550545647,Sports & Recreation
034541215X,Fiction
2070423522,Fiction
031409900X,Law
1573225320,Fiction
1558173137,Fiction
1556615051,Christian life
044630039X,Comanche Indians
1582341540,Fiction
1883195039,Health & Fitness
076360335X,Juvenile Fiction
1565120957,Biography & Autobiography
1583226052,Censorship
037361442X,Fiction
1561451010,Fiction
051788576X,Juvenile Fiction
1556158173,Computers
2253064092,Philosophy
1400060400,Biography & Autobiography
1582340706,Fiction
1560234288,Fiction
038000013X,Fiction
159264029X,Biography & Autobiography
031298300X,Fiction
1879431114,Juvenile Nonfiction
1400050588,Autism
3822868760,Architecture
006009348X,Fiction
2207248585,Novel
076791175X,Humor
1551660342,American fiction
068814179X,Fiction
082221704X,Drama
1562829858,Philosophy
039448259X,Drama
1583143645,Fiction
1565925998,Computer input-output equipment
1582430152,Fiction
1556432852,Cooking
1555836038,Fiction
1884737927,Fiction
067172696X,Diplomatic negotiations in international disputes
1559360623,Biography & Autobiography
1564021009,Juvenile Fiction
044021596X,Fiction
1850282625,Crafts & Hobbies
078796400X,Religion
014118258X,Classical fiction
1559700289,Fiction
1852309040,Medical
087923587X,Language Arts & Disciplines
1884364500,Games & Activities
1558747524,Self-Help
1841767409,History
086163070X,Castaways
1577941470,Family & Relationships
014100388X,History
1886411484,Computers
156138092X,Cooking
1895565545,Art
038081336X,Fiction
081671472X,Juvenile Fiction
1591291739,Drama
068804560X,Fiction
190288132X,Fiction
2715812647,Feminism
042512780X,Business & Economics
037570759X,History
9676530328,Art
039475767X,Fiction
1582431337,Fiction
1854592726,Drama
069811633X,Juvenile Fiction
1578632552,Religion
157054476X,Juvenile Nonfiction
8420443026,Fiction
039472593X,African Americans
1590581091,Fiction
046505675X,Psychology
1853260215,Fiction
072324216X,"Children's poetry, English"
1852305738,Religion
038546858X,Fiction
157324161X,Family & Relationships
015600559X,History
158240383X,Comics & Graphic Novels
006017479X,Health & Fitness
1930235143,Fiction
1400060036,Fiction
1858687543,Architecture
087422120X,Biography & Autobiography
080699620X,Self-Help
1569471290,Fiction
074321630X,Science
1573440973,Fiction
2867446821,"Escrocs - France - Gers, Région du"
1892147033,Travel
1550460897,Antiques & Collectibles
1560063726,Juvenile Nonfiction
1557763704,Drug addicts
044900631X,Fiction
006016042X,Fiction
1860494951,Fiction
187455787X,Sports & Recreation
1565848519,Education
1558681493,Travel
1550711296,Poetry
1574882864,Biography & Autobiography
037550219X,Humor
2290302988,"Fantasy fiction, American"
082176358X,Fiction
1858286808,Travel
080410350X,Juvenile Nonfiction
1580081614,Health & Fitness
1551092794,Art
1887178740,Fiction
030768993X,Children's poetry
014032223X,Appalachian Region
1562056468,Computers
055356787X,Fiction
1551660709,Fiction
042514173X,Fiction
1560250658,Journalists
044922175X,Fiction
080703102X,Self-Help
1561790729,Christian life
1551665093,Fiction
1558591184,Gardening
1563702827,Employment forecasting
068483457X,Political Science
